Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-01-02,59.40541076660156,59.43416177415233,59.24009384410811,59.24728296691929,2218800
2015-01-05,59.5778694152832,59.59943128485405,59.44130359641434,59.47005458373884,5820100
2015-01-06,59.7503776550293,59.93006723649555,59.67850291918097,59.67850291918097,3887600
2015-01-07,59.78634262084961,59.85821738657973,59.69290597376977,59.75759161781894,2433400
2015-01-08,59.692901611328125,59.73602537087603,59.63539960946911,59.73602537087603,1873400
2015-01-09,59.79356384277344,59.86543864708963,59.65699787598543,59.66418700152587,1646100
2015-01-12,59.87260818481445,59.89417007068556,59.80072792031842,59.83666805256644,4397900
2015-01-13,59.93010711669922,59.99479826059472,59.82229768303087,59.87979421975583,2223400
2015-01-14,60.06666946411133,60.17448437504806,60.05229670171037,60.116982358055914,2481200
2015-01-15,60.33259963989258,60.34697239930618,60.05228421993669,60.05228421993669,4214500
2015-01-16,60.15290832519531,60.26790684840636,60.07384444137208,60.23915584668038,3631300
2015-01-20,60.08822250366211,60.25353940725383,60.066660621387825,60.160097272474154,3029500
2015-01-21,59.97321701049805,60.231970535148136,59.966027889343124,60.22478141399321,2473900
2015-01-22,59.98757553100586,60.10976314317463,59.92288990704289,60.10976314317463,2157400
2015-01-23,60.18168258666992,60.21042811581295,60.095429548155856,60.11699143686062,6255000
2015-01-26,60.10979080200195,60.196043823999,60.07385615560698,60.181671062179795,7810500
2015-01-27,60.1457405090332,60.29667920879138,60.109800373221574,60.27511732078233,1154100
2015-01-28,60.3613395690918,60.44039795690283,60.10258607757128,60.11695883434819,1394600
2015-01-29,60.29665756225586,60.354159565433285,60.20322091986217,60.33259768516496,1551300
2015-01-30,60.627281188964844,60.627281188964844,60.45478067640147,60.519466312228076,10474400
2015-02-02,60.5552864074707,60.62730634216196,60.4328519690187,60.461655547080156,6070500
2015-02-03,60.368003845214844,60.49043823025343,60.331991146195776,60.44722738724367,1237200
2015-02-04,60.38962173461914,60.396825374863475,60.18076012567355,60.24558189833755,2945700
2015-02-05,60.25999069213867,60.32481247234127,60.21677983518239,60.274397974302886,2128200
2015-02-06,59.87104034423828,60.07990185136037,59.85663856553825,60.05109279919544,2907700
2015-02-09,59.84946060180664,59.98630228459839,59.82065153728378,59.971895004953346,1384600
2015-02-10,59.74144744873047,59.80626923871918,59.705440227420304,59.777460164809646,1447900
2015-02-11,59.74144744873047,59.813472880888824,59.69823658525067,59.777460164809646,1904000
2015-02-12,59.77024841308594,59.84947198189596,59.74864298427743,59.77024841308594,4662900
2015-02-13,59.6334228515625,59.799068165196324,59.6334228515625,59.799068165196324,1883000
2015-02-17,59.395751953125,59.63342270141257,59.374146520511445,59.61901541649072,5281500
2015-02-18,59.56139373779297,59.64782095789628,59.410150223688845,59.48217015972382,3813000
2015-02-19,59.51094055175781,59.64057855026532,59.489335134467446,59.5901640783327,1322700
2015-02-20,59.52538299560547,59.691028289209356,59.43895578061524,59.597402927379704,3145800
2015-02-23,59.647789001464844,59.698203479156554,59.597374523773134,59.6333872198812,3952700
2015-02-24,59.89269256591797,59.93590342658798,59.546989196251914,59.64781820099438,2542200
2015-02-25,59.950313568115234,59.964720853525044,59.835082758683846,59.88549726807934,4934600
2015-02-26,59.78467559814453,59.95032093733288,59.77747195455414,59.878300985739244,2187500
2015-02-27,59.835052490234375,59.856657912650256,59.72701988338837,59.799039789696835,4094400
2015-03-02,59.64166259765625,59.89422751620243,59.62722717059515,59.86536216758253,2476100
2015-03-03,59.56953048706055,59.684986431291584,59.55509505309108,59.62725570642359,2648100
2015-03-04,59.56953048706055,59.6489088573778,59.54066512462655,59.60560806097433,1425400
2015-03-05,59.60557174682617,59.663302436522265,59.533411137456845,59.583924114565534,1340800
2015-03-06,59.25922393798828,59.39632750271664,59.194275507955744,59.39632750271664,1580000
2015-03-09,59.331356048583984,59.38908673518545,59.302490705283255,59.37465131078444,1982300
2015-03-10,59.562286376953125,59.56950409073956,59.48290804180984,59.497337963880206,3766100
2015-03-11,59.627235412597656,59.670536194263924,59.54064486027127,59.56229249835287,4829700
2015-03-12,59.67054748535156,59.81486877020661,59.64168212727973,59.80043884392275,8421500
2015-03-13,59.6127815246582,59.72823738318106,59.591133895278965,59.6127815246582,2114500
2015-03-16,59.72826385498047,59.80042999223004,59.656103223234204,59.76434692360526,1203700
2015-03-17,59.7787971496582,59.778797149658196,59.706636493404936,59.73550185700727,1471300
2015-03-18,60.146812438964844,60.146812438964844,59.728273003027915,59.84373443590878,5534300
2015-03-19,59.96638488769531,60.12514154375656,59.93030733300086,60.11071162297919,1208100
2015-03-20,60.1251335144043,60.13235122658011,60.00245993492184,60.00245993492184,1011200
2015-03-23,60.15404510498047,60.16126282270538,60.05301907885379,60.15404510498047,1572700
2015-03-24,60.255008697509766,60.29109174324113,60.13233515082281,60.19006582179308,2300500
2015-03-25,60.16122055053711,60.327189403053744,60.146785125230316,60.327189403053744,1559900
2015-03-26,59.96638488769531,60.08184627592241,59.90865419358177,60.07462856278271,2342500
2015-03-27,60.02410888671875,60.10348720589551,59.98802583054698,60.02410888671874,6542300
2015-03-30,60.096290588378906,60.12515594234827,60.04577759530836,60.11072601811526,1634800
2015-03-31,60.16122055053711,60.2117335281076,60.06740680254788,60.11070757296662,1996000
2015-04-01,60.4006462097168,60.429577847664675,60.28491965792529,60.29938823597208,3132700
2015-04-02,60.32106399536133,60.429556219298945,60.29936665420255,60.422321932864776,791200
2015-04-06,60.371726989746094,60.472984984318764,60.31386370194833,60.46575069380733,1768800
2015-04-07,60.40785217285156,60.42232074543556,60.270433842165296,60.32106280992205,977400
2015-04-08,60.3644905090332,60.42235379473152,60.277695580485734,60.40788521423362,3470700
2015-04-09,60.23427963256836,60.37893779579781,60.17641636727658,60.37893779579781,1025400
2015-04-10,60.205360412597656,60.306618388662514,60.17642877398687,60.28492103924088,4290100
2015-04-13,60.21980285644531,60.28489487646121,60.176402658291266,60.24873448250019,6046400
2015-04-14,60.32831954956055,60.45850364240749,60.32108526057605,60.41510894479185,1398100
2015-04-15,60.38615798950195,60.45125553324644,60.3644606476351,60.42955819137958,1022400
2015-04-16,60.371726989746094,60.43681904990845,60.3066294114369,60.40065863364498,1289900
2015-04-17,60.47294998168945,60.50911589516641,60.32106307774482,60.35722347307812,1693900
2015-04-20,60.40785217285156,60.45848114060831,60.335525864362424,60.42955503172756,2463600
2015-04-21,60.3355598449707,60.40788619419359,60.29216513906633,60.37896006902182,1788000
2015-04-22,60.111328125,60.32107833630782,60.111328125,60.31384404815375,1501300
2015-04-23,60.22706604003906,60.29939790558075,60.13304234024011,60.16920827301095,5518000
2015-04-24,60.32106399536133,60.37892725054722,60.270435026609604,60.30659542249299,1597900
2015-04-27,60.277671813964844,60.35000365164178,60.234277125874264,60.35000365164178,1591400
2015-04-28,60.08961486816406,60.24150177031278,60.07514629568689,60.22703319783562,1217700
2015-04-29,59.9015998840332,59.97392623766624,59.82927353040017,59.90883417484063,1905200
2015-04-30,59.966670989990234,59.96667098999024,59.7207548744323,59.80754977136063,4229900
2015-05-01,59.784759521484375,59.87896381886676,59.72678509444337,59.828237577392294,7173200
2015-05-04,59.69780349731445,59.857230422303324,59.683312653563725,59.83549139230415,1190000
2015-05-05,59.603660583496094,59.72685223287764,59.52394703889583,59.72685223287764,4175700
2015-05-06,59.43690872192383,59.56734839696076,59.38618248878418,59.56734839696076,3938900
2015-05-07,59.560150146484375,59.60362822766358,59.48043664515659,59.49492749596669,3602900
2015-05-08,59.719547271728516,59.8209997628897,59.67606368355508,59.77027351730911,1735900
2015-05-11,59.40797805786133,59.65436125076286,59.36449444301144,59.60363497406257,929200
2015-05-12,59.33545684814453,59.444157499884874,59.241252565300144,59.31371782354543,2139600
2015-05-13,59.30646514892578,59.53836280374512,59.27748347081776,59.5021274129935,2372000
2015-05-14,59.422462463378906,59.46594054476221,59.34999715149042,59.38622704306021,1485300
2015-05-15,59.661590576171875,59.69057780065611,59.52390264205869,59.53839901867468,1402700
2015-05-18,59.444175720214844,59.6108508411372,59.436927533545216,59.6108508411372,3747700
2015-05-19,59.31377410888672,59.40073581854958,59.248556973202106,59.2775442097564,4856500
2015-05-20,59.31377410888672,59.39348762722349,59.263047827104224,59.33551315411491,4097400
2015-05-21,59.502174377441406,59.53840979679327,59.38622545851446,59.42246087786632,2314100
2015-05-22,59.465911865234375,59.48765089544162,59.35721671419816,59.465911865234375,816600
2015-05-26,59.6108512878418,59.64708116396841,59.444176165670434,59.46591519709571,1178300
2015-05-27,59.639854431152344,59.668836128293776,59.52390552759456,59.625358053833615,2564500
2015-05-28,59.64704513549805,59.6977713544325,59.60356709890944,59.66154150018973,1073300
2015-05-29,59.66886520385742,59.75582692390064,59.63263530040245,59.72683968388624,2494300
2015-06-01,59.46982955932617,59.68040715025589,59.44078380127602,59.68040715025589,1362800
2015-06-02,59.30287551879883,59.41905866400958,59.25204677774845,59.39727570926188,1510000
2015-06-03,59.041481018066406,59.20123010533867,58.976132140501434,59.19396727230309,1390000
2015-06-04,59.18669128417969,59.25930297184474,59.10681676577312,59.12133688733947,1111300
2015-06-05,58.954341888427734,59.0705195030333,58.88898747902895,59.012427925771654,4115300
2015-06-08,59.02693557739258,59.063238647164575,58.98336967769978,59.012409917550954,4954500
2015-06-09,58.852684020996094,58.9615988027665,58.823638232551424,58.9615988027665,2883300
2015-06-10,58.72922134399414,58.81635868456329,58.692918273694076,58.75826712418386,1222800
2015-06-11,59.00517272949219,59.01243002196939,58.77281195210957,58.81637786664446,1815900
2015-06-12,58.96156692504883,59.121315905166995,58.90348091948152,58.93978398047175,1785100
2015-06-15,58.968849182128906,59.1285982148808,58.9543290609317,59.092289602013,2082900
2015-06-16,59.1213264465332,59.1213264465332,58.98336592630837,59.063234890693444,2250700
2015-06-17,59.14310836791992,59.15763402658545,58.888964740429,59.09227964242174,865700
2015-06-18,59.09953689575195,59.1358454990745,58.961570851024355,59.08501677837197,1210300
2015-06-19,59.26657485961914,59.288357815255836,59.18670032900627,59.21574611649436,1176700
2015-06-22,58.983375549316406,59.172164826722664,58.96884988802879,59.1213360920492,1020000
2015-06-23,58.84538650512695,58.983352533941826,58.816340733802015,58.84538650512696,1096000
2015-06-24,58.954341888427734,58.98338767705856,58.8744673546724,58.92529609979691,6836900
2015-06-25,58.87440872192383,58.961540461124486,58.845362962219546,58.932500241332406,2894500
2015-06-26,58.76554489135742,58.801853510802594,58.707453316212145,58.77280772322996,963000
2015-06-29,59.06325149536133,59.106822944448396,58.8744621956806,58.95433672243677,2168400
2015-06-30,59.00517272949219,59.16492180267735,58.99064706470194,59.00517272949219,1547800
2015-07-01,58.86180877685547,58.956393119598125,58.810877892140184,58.839982047841794,5399300
2015-07-02,59.00732421875,59.06553253036475,58.978220062942626,58.978220062942626,1060100
2015-07-06,59.21105194091797,59.25471095323809,59.09464086051551,59.25471095323809,2210700
2015-07-07,59.26925277709961,59.49480303326305,59.2692527770996,59.43660027593204,4183200
2015-07-08,59.436622619628906,59.48755352084587,59.34203269518891,59.4002410254517,1967800
2015-07-09,59.24016189575195,59.356578538596935,59.21105773504071,59.34202368271578,1670900
2015-07-10,58.96367263793945,59.050985108141575,58.89818689752529,58.94911778404729,2038300
2015-07-13,58.82546615600586,58.94188285591792,58.81818872449791,58.83274358751381,2846500
2015-07-14,58.9345703125,58.98550120060459,58.9054661548616,58.9345703125,1567700
2015-07-15,59.101924896240234,59.1237516293156,58.920028052544005,58.94185478561937,2631000
2015-07-16,59.101924896240234,59.1383009343488,58.97095894673691,58.9855082517701,1063100
2015-07-17,59.109222412109375,59.16743075959256,59.08011823836778,59.11649984330816,807900
2015-07-20,59.0291862487793,59.094672026270565,58.99281019555387,59.072845284124625,1026900
2015-07-21,59.1383056640625,59.1746872561319,59.007339704084885,59.021894561333276,1422900
2015-07-22,59.16013717651367,59.24744967390042,59.152865298353795,59.16741460572557,1624100
2015-07-23,59.29838943481445,59.32749360495788,59.14559670485109,59.1892501845398,1178400
2015-07-24,59.334754943847656,59.37840841169768,59.29837335327173,59.36385355504677,804300
2015-07-27,59.4511604309082,59.45843785854683,59.37840280767444,59.43661112668179,2022800
2015-07-28,59.34931182861328,59.407520160547676,59.34203439935847,59.37841599458048,1434700
2015-07-29,59.29838943481445,59.356597775101314,59.25473595512574,59.34932034480224,1020500
2015-07-30,59.32020950317383,59.35659109952465,59.25472929100503,59.28383345787524,788000
2015-07-31,59.52391815185547,59.53847300715661,59.45843795615284,59.502091419954596,1589100
2015-08-03,59.66168212890625,59.67626154153704,59.523152677491844,59.56689647792241,2085800
2015-08-04,59.45758056640625,59.625268966018005,59.442995580544704,59.61068954269874,1007300
